fas_id,course_code,course_title,department,rating,hours_per_week,num_students,semester,num_semesters_offered,rating_category,workload_category,size_category
118658,ECON 2450B,Public Economics and Fiscal Policy II 001,ECON,4.0,5.0,7,2025Spring,3,Good,Moderate,Small
118671,CELTIC 138,The Mabinogion: Stories from Medieval Wales 001,CELTIC,4.71,2.71,24,2023Spring,1,Excellent,Light,Medium
118724,PHYSICS 283B,Beyond the Standard Model 001,PHYSICS,4.4,2.75,7,2024Fall,1,Good,Light,Small
118734,PHYSICS 285A,Modern Atomic and Optical Physics I 001,PHYSICS,4.29,11.71,12,2025Spring,2,Good,Heavy,Small
118736,ESPP 90M,Natural Climate Solutions: Feasible or Fantasy? 001,ESPP,3.67,3.27,20,2023Spring,1,Satisfactory,Light,Medium
118775,GENED 1166,Pluralism: Case Studies in American Diversity 001,GENED,4.23,3.14,106,2023Fall,2,Good,Light,Large
118783,MUSIC 190R,Gospel Music from the Church to the Streets SEM,MUSIC,4.19,5.33,35,2024Spring,1,Good,Moderate,Medium
118790,PSY 2010,Contemporary Topics in Psychological Research 001,PSY,4.5,4.17,13,2024Fall,3,Excellent,Moderate,Small
118849,ANE 120A,Introduction to the Hebrew Bible/Old Testament 1: Pentateuch and Former Prophets 001,ANE,4.13,6.0,14,2024Fall,2,Good,Moderate,Small
118850,ENGLISH 90LV,Consciousness in Fiction from Austen to Woolf 001,ENGLISH,4.69,5.44,21,2024Fall,2,Excellent,Moderate,Medium
118858,SOCIOL 2255,Social Stratification: Seminar 001,SOCIOL,4.5,10.0,10,2025Spring,3,Excellent,Heavy,Small
118876,TDM 105,Introduction to Dramaturgy 001,TDM,4.11,4.5,11,2024Fall,2,Good,Moderate,Small
118883,AFRAMER 20,Introduction to African Languages and Cultures 001,AFRAMER,4.4,3.8,5,2022Fall,1,Good,Light,Small
118925,CHEM 30,Organic Chemistry LEC,CHEM,3.88,9.96,27,2024Fall,3,Satisfactory,Heavy,Medium
118939,ENG-SCI 139,Innovation in Science and Engineering: Conference Course 001,ENG-SCI,4.24,4.08,204,2024Fall,3,Good,Moderate,Large
118942,ENG-SCI 239,Advanced Innovation in Science and Engineering: Conference Course 001,ENG-SCI,4.24,4.08,204,2024Fall,3,Good,Moderate,Large
118974,STAT 149,Introduction to Generalized Linear Models 001,STAT,4.54,7.25,45,2025Spring,3,Excellent,Moderate,Medium
118977,HISTSCI 99A,Tutorial - Senior Year 001,HISTSCI,3.94,11.21,24,2024Fall,3,Satisfactory,Heavy,Medium
119020,TDM 115,Acting Shakespeare 001,TDM,4.73,4.55,13,2025Spring,2,Excellent,Moderate,Small
119025,GENED 1092,American Society and Public Policy 001,GENED,3.71,5.8,56,2024Fall,2,Satisfactory,Moderate,Large
119035,CHEM 165,Experimental Physical Chemistry LAB,CHEM,4.91,4.0,15,2025Spring,3,Excellent,Moderate,Medium
119048,ENG-SCI 173,Introduction to Electronic and Photonic Devices 001,ENG-SCI,4.41,4.46,24,2024Fall,2,Good,Moderate,Medium
119057,ENG-SCI 250,Information Theory 001,ENG-SCI,4.75,12.09,16,2024Fall,2,Excellent,Heavy,Medium
119061,LIFESCI 100,Experimental Research in the Life Sciences 001,LIFESCI,4.2,5.47,28,2025Spring,6,Good,Moderate,Medium
119062,E-PSCI 287,Biogeochemistry 001,E-PSCI,4.6,5.8,8,2024Spring,1,Excellent,Moderate,Small
119064,COMPSCI 1210,Introduction to Theoretical Computer Science 001,COMPSCI,3.98,10.48,69,2024Fall,3,Satisfactory,Heavy,Large
119067,BE 121,Cellular Engineering 001,BE,4.43,17.0,13,2025Spring,2,Good,Heavy,Small
119121,FRENCH 70B,Feeling Modern: Introduction to 19th- through 21st-century French Literature 001,FRENCH,4.0,9.0,6,2023Spring,1,Good,Heavy,Small
119124,PSY 2461R,Laboratory for Clinical and Developmental Research 001,PSY,5.0,6.0,7,2023Fall,3,Excellent,Moderate,Small
119128,IRISH 132,Introduction to Modern Irish 001,IRISH,4.71,4.14,7,2022Fall,1,Excellent,Moderate,Small
119196,MATH 21A,Multivariable Calculus 000,MATH,3.91,9.55,26,2025Spring,6,Satisfactory,Heavy,Medium
119249,COMPSCI 1650,Data Systems 001,COMPSCI,4.75,13.75,25,2024Fall,3,Excellent,Heavy,Medium
119260,ENG-SCI 230,Advanced Tissue Engineering 001,ENG-SCI,4.75,6.38,12,2024Fall,3,Excellent,Moderate,Small
119379,ANTHRO 1610,Ethnographic Research Methods 001,ANTHRO,4.67,7.11,11,2024Fall,3,Excellent,Moderate,Small
119414,PHIL 151,Philosophy of Quantum Theory 001,PHIL,4.45,7.64,30,2025Spring,1,Good,Moderate,Medium
119441,SPANSH 70C,Tales of Two Spains: A Survey of Spanish Modern Literature and Culture (18th to 21st centuries) 001,SPANSH,4.71,4.86,8,2025Spring,1,Excellent,Moderate,Small
119479,GOV 1010,Survey Research Methods 001,GOV,4.38,3.7,27,2025Spring,3,Good,Light,Medium
119492,PHIL 246,Formal Methods in Philosophy 001,PHIL,3.33,6.8,15,2024Fall,1,Below Average,Moderate,Medium
119502,MATH 242,Mathematical Biology-Evolutionary Dynamics 001,MATH,4.32,2.84,28,2023Fall,2,Good,Light,Medium
119511,MATH 243,Evolutionary Dynamics 001,MATH,3.86,3.21,28,2025Spring,3,Satisfactory,Light,Medium
119532,PSY 3555,Instructional Styles in Psychology 001,PSY,2.33,1.13,11,2024Fall,1,Below Average,Light,Small
119533,HIST 1300,Western Intellectual History: Greco-Roman Antiquity 01,HIST,4.33,4.8,8,2023Fall,1,Good,Moderate,Small
119534,HIST 1301,Western Intellectual History: The Prehistory of Modern Thought 01,HIST,4.76,6.25,26,2024Fall,1,Excellent,Moderate,Medium
119573,GOV 2160,Politics and Economics 001,GOV,4.75,8.0,11,2023Fall,2,Excellent,Moderate,Small
119622,FRSEMR 48K,Political Legitimacy and Resistance: What Happened in Montaigne’s Library 001,FRSEMR,4.71,3.43,7,2022Fall,1,Excellent,Light,Small
119629,COMPSCI 1520,Programming Languages 001,COMPSCI,3.94,7.88,23,2025Spring,3,Satisfactory,Moderate,Medium
119630,MOD-HEB 130A,Advanced Modern Hebrew I 001,MOD-HEB,5.0,4.75,8,2022Fall,1,Excellent,Moderate,Small
119636,AFVS 196R,Directed Research: Studio Course 001,AFVS,4.75,7.0,12,2025Spring,6,Excellent,Moderate,Small
119644,AFVS 123R,Post Brush: Studio Course 1,AFVS,4.0,5.0,9,2024Spring,2,Good,Moderate,Small
119717,PSY 980T,Eating Disorders 001,PSY,4.91,4.82,16,2024Fall,3,Excellent,Moderate,Medium
119757,CHNSE 150A,Readings and Discussions in Academic and Professional Chinese 001,CHNSE,4.78,6.89,10,2022Fall,1,Excellent,Moderate,Small
119807,BIOPHYS 205,Computational and Functional Genomics 001,BIOPHYS,3.25,11.29,17,2025Spring,3,Below Average,Heavy,Medium
119811,MUSIC 160R,Composition Seminar: Working with Words 001,MUSIC,3.0,4.83,7,2022Fall,1,Below Average,Moderate,Small
119812,MUSIC 161R,Advanced Composition LEC,MUSIC,4.5,4.63,11,2025Spring,2,Excellent,Moderate,Small
119819,SWAHILI AA,Elementary Swahili 001,SWAHILI,4.33,9.2,12,2024Fall,2,Good,Heavy,Small
119820,SWAHILI 101AR,Reading in Swahili 001,SWAHILI,5.0,4.0,7,2024Fall,1,Excellent,Moderate,Small
119821,SWAHILI 101BR,Reading in Swahili II 001,SWAHILI,4.83,6.67,9,2025Spring,2,Excellent,Moderate,Small
119844,BIOSTAT 230,Probability I 001,BIOSTAT,5.0,8.5,11,2024Fall,3,Excellent,Heavy,Small
119845,BIOSTAT 231,Statistical Inference I 001,BIOSTAT,4.78,15.63,12,2025Spring,3,Excellent,Heavy,Small
119846,BIOSTAT 232,Methods I 001,BIOSTAT,4.57,8.17,12,2024Fall,3,Excellent,Heavy,Small
119847,BIOSTAT 233,Methods II 001,BIOSTAT,4.83,10.8,11,2025Spring,1,Excellent,Heavy,Small
119848,BIOSTAT 235,Advanced Regression and Statistical Learning 001,BIOSTAT,4.6,9.0,7,2024Fall,2,Excellent,Heavy,Small
119849,BIOSTAT 244,Analysis of Failure Time Data 001,BIOSTAT,3.83,1.6,13,2025Spring,3,Satisfactory,Light,Small
119850,BIOSTAT 245,Analysis of Multivariate and Longitudinal Data 001,BIOSTAT,4.29,10.17,12,2024Fall,3,Good,Heavy,Small
119853,BIOSTAT 249,Bayesian Methodology in Biostatistics 01,BIOSTAT,3.25,9.25,6,2024Fall,2,Below Average,Heavy,Small
119854,BIOSTAT 240,Probability Theory and Applications II 001,BIOSTAT,4.25,7.86,12,2024Fall,1,Good,Moderate,Small
119855,BIOSTAT 241,Statistical Inference II 001,BIOSTAT,4.78,8.38,14,2024Spring,2,Excellent,Heavy,Small
119867,GREEK 112B,Ancient Greek Literature: Texts and Contexts 001,GREEK,4.6,11.8,14,2025Spring,2,Excellent,Heavy,Small
119882,SANSKRIT 101B,Elementary Sanskrit 001,SANSKRIT,4.88,10.71,8,2024Spring,2,Excellent,Heavy,Small
119890,E-PSCI 231,Climate Dynamics 001,E-PSCI,4.86,8.43,12,2025Spring,2,Excellent,Heavy,Small
119926,SOCIOL 2275,Social Network Analysis: Seminar 001,SOCIOL,4.58,4.67,18,2022Fall,1,Excellent,Moderate,Medium
119940,STAT 230,Multivariate Statistical Analysis 001,STAT,4.38,8.38,9,2023Fall,1,Good,Heavy,Small
119951,ECON 1017,A Libertarian Perspective on Economic and Social Policy 001,ECON,4.33,3.58,161,2024Fall,3,Good,Light,Large
119953,COMPSCI 1,Great Ideas in Computer Science 001,COMPSCI,3.62,6.46,20,2025Spring,2,Satisfactory,Moderate,Medium
119960,ECON 2030,Psychology and Economics 001,ECON,3.86,7.5,24,2025Spring,2,Satisfactory,Moderate,Medium
119964,JAPAN 130B,Intermediate Japanese II 001,JAPAN,4.8,8.8,11,2025Spring,3,Excellent,Heavy,Small
119971,ECON 2727,Empirical Methods in Financial Economics 001,ECON,4.75,6.33,5,2025Spring,3,Excellent,Moderate,Small
119983,ANTHRO 2704,The Problem of Language 001,ANTHRO,3.75,11.25,10,2024Fall,1,Satisfactory,Heavy,Small
119985,SOCIOL 2202,Intermediate Quantitative Research Methods 001,SOCIOL,4.19,7.19,23,2024Fall,3,Good,Moderate,Medium
119999,FRSEMR 49G,"The Holocaust in History, Literature, and Film 001",FRSEMR,4.71,3.14,9,2022Fall,1,Excellent,Light,Small
120031,GENED 1137,The Challenge of Human Induced Climate Change: Transitioning to a Post Fossil Fuel Future 001,GENED,3.53,4.11,31,2025Spring,3,Satisfactory,Moderate,Medium
120045,CHNSE 107B,Intermediate Literary Chinese 001,CHNSE,5.0,9.33,6,2023Spring,1,Excellent,Heavy,Small
120049,GENED 1032,What is a Republic? 001,GENED,3.33,5.36,242,2025Spring,2,Below Average,Moderate,Large
120127,ARABIC 131B,Upper-Level Modern Arabic II 001,ARABIC,4.75,16.5,11,2025Spring,3,Excellent,Heavy,Small
120167,PHYSICS 125,Widely Applied Physics 001,PHYSICS,4.54,7.0,37,2024Fall,1,Excellent,Moderate,Medium
120172,ECON 1011B,Intermediate Macroeconomics: Advanced 001,ECON,3.69,7.67,118,2025Spring,3,Satisfactory,Moderate,Large
120198,APMTH 111,Introduction to Scientific Computing 001,APMTH,4.25,10.75,10,2023Fall,2,Good,Heavy,Small
120228,MATH 121,Linear Algebra 001,MATH,4.29,8.43,11,2025Spring,3,Good,Heavy,Small
120237,COMPSCI 229R,Topics in Theoretical Computer Science: Essential Coding Theory 001,COMPSCI,4.76,11.63,21,2023Fall,3,Excellent,Heavy,Medium
120305,CHNSE BX,Elementary Chinese for Advanced Beginners 001,CHNSE,4.8,4.8,8,2024Fall,3,Excellent,Moderate,Small
120352,LATIN 112A,Latin Literature: Texts and Contexts 001,LATIN,3.71,11.57,13,2023Fall,1,Satisfactory,Heavy,Small
120379,E-PSCI 99A,Tutorial - Senior Year 001,E-PSCI,5.0,12.5,7,2024Fall,1,Excellent,Heavy,Small
120398,PORTUG 10,Beginning Portuguese I: From Cambridge to Copacabana 001,PORTUG,4.83,3.67,6,2024Fall,3,Excellent,Light,Small
120439,ECON 2530B,International Finance 001,ECON,5.0,9.33,12,2025Spring,2,Excellent,Heavy,Small
120449,ENGLISH 157,The Classic Phase of the Novel 001,ENGLISH,4.57,7.64,34,2022Fall,1,Excellent,Moderate,Medium
120472,ENGLISH CAPR,Poetry: Workshop 001,ENGLISH,5.0,16.0,11,2023Spring,1,Excellent,Heavy,Small
120489,ANTHRO 2070,Archaeological Method and Theory: Seminar 001,ANTHRO,4.8,17.0,7,2023Fall,1,Excellent,Heavy,Small
120541,ECON 985A,Econ 985: Senior Thesis Research S09,ECON,4.42,7.65,12,2024Fall,3,Good,Moderate,Small
120542,HIST 1965,Asian American History 01,HIST,5.0,11.0,9,2024Fall,1,Excellent,Heavy,Small
120552,PHIL 257,Inquiry 001,PHIL,4.6,9.2,9,2023Spring,1,Excellent,Heavy,Small
120559,PSY 2553R,Behavioral Insights Group Research Seminar 001,PSY,4.75,4.25,15,2023Spring,2,Excellent,Moderate,Medium
120579,ANTHRO 1150,Ancient Landscapes 001,ANTHRO,4.33,7.17,9,2025Spring,2,Good,Moderate,Small
120580,ANTHRO 2020,GIS & Spatial Analysis In Archaeology 001,ANTHRO,4.43,4.86,12,2024Spring,1,Good,Moderate,Small
120602,CHNSHIS 113,Life and Death in Late Imperial China: Social History of the 10th to 19th Centuries 01,CHNSHIS,3.9,4.67,15,2023Spring,1,Satisfactory,Moderate,Medium
120653,GOV 1082,What is Property? 001,GOV,4.69,4.94,17,2023Spring,1,Excellent,Moderate,Medium
120662,ECON 2140,Econometric Methods 001,ECON,4.0,11.42,39,2025Spring,3,Good,Heavy,Medium
120668,ECON 2110,Econometrics I 001,ECON,4.61,10.41,28,2024Fall,3,Excellent,Heavy,Medium
120677,WOMGEN 97,Tutorial - Sophomore Year 001,WOMGEN,4.75,7.57,10,2024Fall,4,Excellent,Moderate,Small
120711,ECON 1011A,Intermediate Microeconomics: Advanced 001,ECON,4.32,10.7,67,2024Fall,3,Good,Heavy,Large
120717,RUSS 101,Third-Year Russian I 001,RUSS,4.5,8.25,7,2024Fall,2,Excellent,Heavy,Small
120783,E-PSCI 236,Environmental Modeling and Data Analysis 001,E-PSCI,3.39,4.82,25,2025Spring,1,Below Average,Moderate,Medium
120838,GERMAN 62,Advanced Conversation and Composition: Berlin Stories 1,GERMAN,4.2,4.6,8,2023Spring,1,Good,Moderate,Small
120881,GENED 1070,Life as a Planetary Phenomenon 001,GENED,3.79,2.59,35,2025Spring,2,Satisfactory,Light,Medium
120952,YORUBA AA,Elementary Yoruba 001,YORUBA,4.73,5.67,25,2024Fall,2,Excellent,Moderate,Medium
120953,YORUBA BA,Intermediate Yoruba 001,YORUBA,4.6,3.8,6,2022Fall,1,Excellent,Light,Small
121017,FYSEMR 41K,"Human Rights, Law and Advocacy 01",FYSEMR,5.0,4.67,14,2024Fall,2,Excellent,Moderate,Small
121041,CHNSLIT 245R,Topics in Sinophone Studies - Modern Chinese Fiction on the Periphery 01,CHNSLIT,5.0,10.13,17,2024Spring,1,Excellent,Heavy,Medium
121062,SOCIOL 2236,Cultural Processes in the Production of Inequality SEM,SOCIOL,4.73,9.91,14,2023Spring,1,Excellent,Heavy,Small
121089,LING 102,Sentence Structure 001,LING,4.33,4.33,19,2025Spring,3,Good,Moderate,Medium
121110,ITAL 116,Renaissance Revolutions 001,ITAL,4.43,4.57,10,2024Fall,2,Good,Moderate,Small
121141,ANTHRO 1130,Archaeology of Harvard Yard 001,ANTHRO,4.8,3.25,14,2023Fall,1,Excellent,Light,Small
121189,LIFESCI 1A,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology 001",LIFESCI,3.71,8.79,291,2024Fall,3,Satisfactory,Heavy,Large
121191,LIFESCI 1B,"An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution 001",LIFESCI,3.74,8.72,396,2025Spring,3,Satisfactory,Heavy,Large
121282,BE 125,Tissue Engineering 001,BE,4.75,6.38,12,2024Fall,3,Excellent,Moderate,Small
121293,RELIGION 44,The Bible and Human Sexuality 001,RELIGION,4.42,3.83,22,2024Spring,1,Good,Light,Medium
121311,STAT 303HFA,The Art of Communicating and Teaching Statistics 001,STAT,4.4,1.67,7,2023Fall,2,Good,Light,Small
121320,MCB 208,Talking about Science 001,MCB,4.08,2.0,26,2024Fall,3,Good,Light,Medium
121345,SOC-STD 98CL,Law and American Society 001,SOC-STD,4.5,4.33,9,2025Spring,3,Excellent,Moderate,Small
121346,ARABIC 131A,Upper-Level Modern Arabic l 002,ARABIC,4.79,9.21,8,2024Fall,3,Excellent,Heavy,Small
121351,GOV 2755,International Political Economy 001,GOV,5.0,6.75,7,2024Spring,1,Excellent,Moderate,Small
121403,APPHY 225,Introduction to Soft Matter 001,APPHY,4.8,4.25,19,2024Fall,1,Excellent,Moderate,Medium
121412,SWEDISH 10A,Beginning Swedish Language and Literature 001,SWEDISH,4.83,5.33,7,2024Fall,2,Excellent,Moderate,Small
121463,ESE 109,Earth Resources and the Environment 001,ESE,4.36,5.71,42,2025Spring,2,Good,Moderate,Medium
121484,SANSKRIT 201R,Advanced Philosophical Sanskrit 001,SANSKRIT,4.8,7.25,7,2024Spring,2,Excellent,Moderate,Small
121508,COMPSCI 96,System Design Projects: Machine Learning for Social Impact 001,COMPSCI,4.67,6.25,15,2023Spring,1,Excellent,Moderate,Medium
121520,FYSEMR 26E,Beautiful Physics 001,FYSEMR,3.5,3.67,9,2023Fall,2,Satisfactory,Light,Small
121542,AFVS 51A,Introduction to Nonfiction Videomaking 001,AFVS,4.43,11.71,9,2023Spring,1,Good,Heavy,Small
121549,FYSEMR 26J,The Universe's Hidden Dimensions 001,FYSEMR,4.56,4.0,10,2024Fall,2,Excellent,Moderate,Small
121594,APPHY 218,"Electrical, Optical, and Magnetic Properties of Materials 001",APPHY,3.8,6.0,19,2024Fall,1,Satisfactory,Moderate,Medium
121621,HIST 83A,Markets and States: The History of Economic Thought Since 1750 01,HIST,4.54,4.67,16,2023Fall,1,Excellent,Moderate,Medium
121681,SLAVIC 97,Introduction to Slavic Literatures and Cultures 001,SLAVIC,5.0,5.6,6,2025Spring,3,Excellent,Moderate,Small
121687,CHEM 153,Organometallic Chemistry LEC,CHEM,4.79,4.09,28,2025Spring,2,Excellent,Moderate,Medium
121705,PHIL 155,Topics in Philosophy of Religion 001,PHIL,4.4,7.5,17,2023Fall,1,Good,Moderate,Medium
121724,GOV 1004,Political Economy 001,GOV,3.75,5.21,38,2023Spring,1,Satisfactory,Moderate,Medium
121728,GOV 1368,The Politics of American Education 001,GOV,4.41,5.18,27,2024Fall,2,Good,Moderate,Medium
121738,PSY 1950,Applied Statistical Data Analysis in Psychology I 001,PSY,5.0,3.86,22,2024Fall,3,Excellent,Light,Medium
121745,GENETIC 228,Genetics in Medicine - From Bench to Bedside 001,GENETIC,4.69,2.93,67,2025Spring,3,Excellent,Light,Large
121749,LATIN 112B,Latin Literature: Texts and Contexts 001,LATIN,4.25,7.38,13,2024Spring,1,Good,Moderate,Small
121758,AFVS 15AR,Silkscreen 1,AFVS,4.56,7.1,11,2025Spring,3,Excellent,Moderate,Small
121778,GENED 1091,Classical Chinese Ethical and Political Theory 001,GENED,4.43,4.75,307,2024Fall,2,Good,Moderate,Large
121791,HAA 14K,The Roman World in Transition 001,HAA,3.75,2.5,9,2023Spring,1,Satisfactory,Light,Small
121820,BCMP 234,Cellular Metabolism and Human Disease 001,BCMP,3.92,3.91,24,2025Spring,3,Satisfactory,Light,Medium
121842,JAPNLIT 133,Gender and Art in Japan and Beyond 01,JAPNLIT,4.5,6.83,14,2025Spring,1,Excellent,Moderate,Small
121896,MEDGREEK 115,Introduction to Byzantine Greek 001,MEDGREEK,5.0,6.25,5,2025Spring,1,Excellent,Moderate,Small
121898,MUSIC 176R,Music and Disability 001,MUSIC,4.82,3.09,14,2023Fall,1,Excellent,Light,Small
121901,FYSEMR 31J,Skepticism and Knowledge 001,FYSEMR,3.5,1.5,12,2023Fall,2,Satisfactory,Light,Small
121907,FYSEMR 49N,Measurements of the Mind: The Creation and Critique of the Psychological Test 001,FYSEMR,4.1,3.11,12,2024Fall,3,Good,Light,Small
121928,ISLAMCIV 145,Introduction to Islamic Philosophy and Theology: The Classical and Medieval period 001,ISLAMCIV,4.87,4.68,27,2023Fall,1,Excellent,Moderate,Medium
121934,PORTUG 20,"Intermediate Portuguese I: Justice, Equity and Rights in the Lusophone world 001",PORTUG,5.0,5.4,7,2023Fall,2,Excellent,Moderate,Small
121941,PHYSICS 175,Laser Physics and Modern Optical Physics 001,PHYSICS,3.6,7.4,15,2024Spring,2,Satisfactory,Moderate,Medium
121954,PHIL 125,Beyond Dualism: Descartes and His Critics 001,PHIL,4.85,8.55,18,2022Fall,1,Excellent,Heavy,Medium
121970,PHYSICS 271,Topics in the Physics of Quantum Information 001,PHYSICS,4.14,11.78,39,2024Fall,2,Good,Heavy,Medium
121973,ARABIC 134,Colloquial Levantine Arabic 001,ARABIC,5.0,6.3,12,2023Spring,1,Excellent,Moderate,Small
121975,APPHY 217,Foundations of Modern Optics 001,APPHY,3.94,8.5,28,2024Fall,2,Satisfactory,Heavy,Medium
121984,COMPSCI 248,Advanced Design of VLSI Circuits and Systems 001,COMPSCI,4.64,10.64,31,2024Spring,1,Excellent,Heavy,Medium
121985,COMPSCI 2790R,Research Topics in Human-Computer Interaction 001,COMPSCI,4.2,8.24,45,2024Fall,3,Good,Heavy,Medium
121989,APMTH 108,Nonlinear Dynamical Systems 001,APMTH,4.43,9.54,20,2025Spring,3,Good,Heavy,Medium
121993,PHYSICS 191,Advanced Laboratory 001,PHYSICS,4.43,8.36,22,2025Spring,6,Good,Heavy,Medium
122029,GERMAN 20AB,Intermediate German (Intensive) 001,GERMAN,4.8,11.4,8,2025Spring,3,Excellent,Heavy,Small
122031,GERMAN 61,Advanced Grammar and Reading 1,GERMAN,4.14,5.86,8,2023Fall,1,Good,Moderate,Small
122085,HIST 2271,The Soviet Union: Proseminar 01,HIST,4.8,13.4,11,2024Spring,1,Excellent,Heavy,Small
122093,E-PSCI 133,Atmospheric Chemistry 001,E-PSCI,4.7,6.22,11,2025Spring,3,Excellent,Moderate,Small
122094,APMTH 104,"Complex and Fourier Analysis with Applications to Art, Science and Engineering 001",APMTH,3.92,8.9,102,2024Fall,3,Satisfactory,Heavy,Large
122149,ANTHRO 1836BR,Sensory Ethnography 2 001,ANTHRO,5.0,17.5,8,2024Spring,1,Excellent,Heavy,Small
122175,CHEM 170,Chemical Biology LEC,CHEM,4.46,3.76,52,2024Spring,2,Good,Light,Large
122184,AFVS 41A,Introduction to Photography 1,AFVS,4.5,8.33,10,2025Spring,2,Excellent,Heavy,Small
122214,GOV 1521,"Bureaucratic Politics: Government, Economic, Social and Military Organizations 001",GOV,4.37,5.16,24,2024Spring,1,Good,Moderate,Medium
122224,PSY 1201,Your Brain on Drugs: Psychopharmacology 001,PSY,4.58,4.25,113,2024Fall,3,Excellent,Moderate,Large
122233,MATH 266,Motivic homotopy theory 001,MATH,5.0,8.5,33,2024Fall,1,Excellent,Heavy,Medium
122276,WOMGEN 2000,Live Theory (and Practice): A Graduate Proseminar in WGS Studies 001,WOMGEN,4.67,4.0,8,2024Fall,2,Excellent,Moderate,Small
122277,GENED 1113,"Race, Gender, and Performance 001",GENED,4.39,2.64,55,2024Spring,2,Good,Light,Large
122306,STAT 170,Quantitative Analysis of Capital Markets 001,STAT,3.98,9.8,60,2023Spring,1,Satisfactory,Heavy,Large
122315,PSY 975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Cog Neuro and Evo Psych 001,PSY,1.71,10.29,8,2025Spring,3,Below Average,Heavy,Small
122318,SOCIOL 1165,Online Dating and the Transformation of Intimacy 001,SOCIOL,2.17,3.67,9,2023Fall,2,Below Average,Light,Small
122339,ENG-SCI 53,Quantitative Physiology as a Basis for Bioengineering 001,ENG-SCI,3.85,8.1,48,2024Fall,3,Satisfactory,Heavy,Medium
122340,ENG-SCI 221,Drug Delivery 001,ENG-SCI,4.53,4.33,45,2024Fall,2,Excellent,Moderate,Medium
122341,BE 130,Neural Control of Movement 001,BE,4.21,7.08,15,2024Spring,2,Good,Moderate,Medium
122342,ENG-SCI 249,Advanced Neural Control of Movement 001,ENG-SCI,4.21,7.08,15,2024Spring,2,Good,Moderate,Medium
122410,MCB 199,Statistical Thermodynamics and Quantitative Biology 001,MCB,4.0,8.67,10,2025Spring,2,Good,Heavy,Small
122419,CELTIC 101,Irish Heroic Saga 001,CELTIC,4.67,3.2,23,2024Fall,1,Excellent,Light,Medium
122422,MCB 294,Interesting Questions in Physical Biology 001,MCB,3.82,2.91,16,2024Fall,2,Satisfactory,Light,Medium
122439,ANTHRO 2690,"Middle East Ethnography: Discourse, Politics, and Culture 001",ANTHRO,4.88,8.5,10,2023Spring,1,Excellent,Heavy,Small
122444,FOLKMYTH 161,The Vikings and the Nordic Heroic Tradition 001,FOLKMYTH,4.08,2.81,33,2022Fall,1,Good,Light,Medium
122458,FYSEMR 25N,Finding Connections: Perspectives on Psychological Development and Mental Illness 001,FYSEMR,4.3,3.1,12,2024Fall,3,Good,Light,Small
122467,SOCIOL 1129,Sociology of Education 001,SOCIOL,4.6,3.41,35,2024Fall,1,Excellent,Light,Medium
122487,AFRAMER 112,"Black Humor: Performance, Art, and Literature 001",AFRAMER,4.67,4.17,32,2023Spring,1,Excellent,Moderate,Medium
122496,AFRAMER 174X,African Architecture 001,AFRAMER,3.67,6.0,16,2022Fall,1,Satisfactory,Moderate,Medium
122498,AFRAMER 192X,Religion and Society in Nigeria 001,AFRAMER,4.0,4.33,18,2024Spring,1,Good,Moderate,Medium
122514,LING 83,"Language, Structure, and Cognition 001",LING,3.64,6.03,67,2025Spring,3,Satisfactory,Moderate,Large
122515,LING 116,Semantic Theory I 001,LING,4.78,5.56,9,2022Fall,1,Excellent,Moderate,Small
122529,MCB 91R,Research for Credit in Molecular and Cellular Biology 001,MCB,4.83,10.2,10,2025Spring,6,Excellent,Heavy,Small
122530,MCB 99A,Laboratory Research for Honors Thesis 001,MCB,4.5,16.5,30,2024Fall,3,Excellent,Heavy,Medium
122549,E-PSCI 208,Physics of Climate 001,E-PSCI,4.64,6.55,14,2024Fall,2,Excellent,Moderate,Small
122550,HUMAN 20,A Colloquium in the Visual Arts 001,HUMAN,4.6,7.19,34,2024Fall,3,Excellent,Moderate,Medium
122564,APMTH 50,Introduction to Applied Mathematics 001,APMTH,4.21,5.71,68,2025Spring,3,Good,Moderate,Large
122575,PHYSCI 2,"Mechanics, Elasticity, Fluids, and Diffusion 1001",PHYSCI,3.81,7.46,175,2024Fall,3,Satisfactory,Moderate,Large
122576,PHYSCI 3,"Electromagnetism, Circuits, Waves, Optics, and Imaging 001",PHYSCI,3.65,7.91,132,2025Spring,3,Satisfactory,Moderate,Large
122591,CPB 91,Research for Credit in Chemical and Physical Biology 001,CPB,5.0,13.0,5,2023Spring,1,Excellent,Heavy,Small
122592,CPB 99A,Laboratory Research for Honors Thesis 001,CPB,4.71,13.6,9,2024Fall,3,Excellent,Heavy,Small
122595,HEB 99A,Tutorial - Senior Year 001,HEB,4.86,7.0,9,2024Fall,3,Excellent,Moderate,Small
122596,BCMP 218,Molecular Medicine 001,BCMP,4.59,3.19,28,2024Fall,3,Excellent,Light,Medium
122603,MATH 122,Algebra I: Theory of Groups and Vector Spaces 001,MATH,4.09,7.0,21,2025Spring,4,Good,Moderate,Medium
122608,PSY 2020,"Cognition, Brain, and Behavior: Proseminar 001",PSY,3.8,3.6,16,2024Fall,2,Satisfactory,Light,Medium
